Acceleration,-1.1,2.66,-2.42,0,1.56664E+12,0,0,24-08-2019
Brake,0.31,-1.6,3.18,0,1.56664E+12,0,0,24-08-2019
Acceleration,0.53,2.19,-2.2,0,1.56664E+12,0,0,24-08-2019
Brake,-0.32,-0.99,2.7,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.1,2.81,-2.68,0,1.56664E+12,0,0,24-08-2019
Brake,-0.72,-1.03,2.76,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.49,2.76,-2.62,0,1.56664E+12,0,0,24-08-2019
Brake,-0.91,-2.76,4.98,0,1.56664E+12,0,0,24-08-2019
Turn,-2.2,-0.44,0.86,0,1.56664E+12,0,0,24-08-2019
Brake,-2.42,-4.23,6.24,0,1.56664E+12,0,0,24-08-2019
Brake,-2.16,-3.7,5.45,0,1.56664E+12,0,0,24-08-2019
Brake,-2.35,-3.71,5.46,0,1.56664E+12,0,0,24-08-2019
Brake,-2.64,-3.57,5.41,0,1.56664E+12,0,0,24-08-2019
Brake,-2.91,-2.97,4.83,0,1.56664E+12,0,0,24-08-2019
Brake,-2.87,-2.7,4.59,0,1.56664E+12,0,0,24-08-2019
Brake,-2.5,-3.06,4.96,0,1.56664E+12,0,0,24-08-2019
Brake,-2.59,-3.1,5.01,0,1.56664E+12,0,0,24-08-2019
Brake,-2.29,-3.35,5.25,0,1.56664E+12,0,0,24-08-2019
Brake,-2.46,-3.17,5.09,0,1.56664E+12,0,0,24-08-2019
Brake,-2.71,-2.94,4.81,0,1.56664E+12,0,0,24-08-2019
Brake,-2.39,-3.04,4.83,0,1.56664E+12,0,0,24-08-2019
Brake,-2.22,-2.91,4.95,0,1.56664E+12,0,0,24-08-2019
Brake,-1.42,-0.66,2.12,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.19,3.13,-3.31,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.42,3.72,-4.25,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.85,3.41,-3.85,0,1.56664E+12,0,0,24-08-2019
Brake,0.01,-1.61,3.51,0,1.56664E+12,0,0,24-08-2019
Acceleration,0.24,2.18,-1.87,0,1.56664E+12,0,0,24-08-2019
Turn,1.74,-0.25,0.63,0,1.56664E+12,0,0,24-08-2019
Acceleration,1.96,3.54,-4.75,0,1.56664E+12,0,0,24-08-2019
Acceleration,3.53,2.7,-5.76,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.01,4.37,-6.51,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.71,3.64,-5.67,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.17,3.73,-4.45,0,1.56664E+12,0,0,24-08-2019
Turn,-3.25,0.3,0.89,0,1.56664E+12,0,0,24-08-2019
Acceleration,-3.03,4.09,-4.49,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.43,3.71,-4.66,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.89,3.43,-3.85,0,1.56664E+12,0,0,24-08-2019
Turn,-1.81,0.92,1.24,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.58,4.72,-4.14,0,1.56664E+12,0,0,24-08-2019
Turn,-1.46,1.57,-1.09,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.17,5.16,-6.23,0,1.56664E+12,0,0,24-08-2019
Turn,-1.87,0.43,1.76,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.75,4.37,-3.7,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.96,3.45,-4.46,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.73,3.84,-5.49,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.75,3.86,-5.09,0,1.56664E+12,0,0,24-08-2019
Turn,-1.36,-0.33,0.54,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.45,3.4,-4.74,0,1.56664E+12,0,0,24-08-2019
Brake,-1.57,-8.11,7.3,0,1.56664E+12,0,0,24-08-2019
Brake,-1.56,-13.26,8.56,0,1.56664E+12,0,0,24-08-2019
Turn,-1.28,-10.26,7.36,0,1.56664E+12,0,0,24-08-2019
Brake,-1.33,-11.93,8.2,0,1.56664E+12,0,0,24-08-2019
Turn,-1.33,-11.93,8.2,0,1.56664E+12,0,0,24-08-2019
Brake,-1.48,-13.25,7.13,0,1.56664E+12,0,0,24-08-2019
Turn,-1.48,-13.25,7.13,0,1.56664E+12,0,0,24-08-2019
Brake,-1.15,-12.19,7.39,0,1.56664E+12,0,0,24-08-2019
Turn,-1.3,-14.56,7.77,0,1.56664E+12,0,0,24-08-2019
Brake,0.18,-5.66,6.26,0,1.56664E+12,0,0,24-08-2019
Brake,-0.07,-6.79,7.18,0,1.56664E+12,0,0,24-08-2019
Brake,1.9,-5.29,7.75,0,1.56664E+12,0,0,24-08-2019
Turn,1.9,-5.29,7.75,0,1.56664E+12,0,0,24-08-2019
Brake,-1.29,-8.94,3.27,0,1.56664E+12,0,0,24-08-2019
Turn,-1.29,-8.94,3.27,0,1.56664E+12,0,0,24-08-2019
Brake,-0.63,-3.99,2.03,0,1.56664E+12,0,0,24-08-2019
Turn,-1.71,-4.19,1.67,0,1.56664E+12,0,0,24-08-2019
Brake,-1.28,-6.08,2.43,0,1.56664E+12,0,0,24-08-2019
Turn,-1.28,-6.08,2.43,0,1.56664E+12,0,0,24-08-2019
Turn,-1.82,-3.68,1.58,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.37,2.58,-1.61,0,1.56664E+12,0,0,24-08-2019
Acceleration,2.09,3.58,-1.51,0,1.56664E+12,0,0,24-08-2019
Turn,2.09,3.58,-1.51,0,1.56664E+12,0,0,24-08-2019
Acceleration,0.02,1.3,-1.28,0,1.56664E+12,0,0,24-08-2019
Turn,-1.42,-2.59,1.99,0,1.56664E+12,0,0,24-08-2019
Acceleration,0.3,3.96,-1.8,0,1.56664E+12,0,0,24-08-2019
Turn,-1.95,0.2,-0.07,0,1.56664E+12,0,0,24-08-2019
Turn,-1.81,-0.42,1.1,0,1.56664E+12,0,0,24-08-2019
Turn,-2.04,-3.6,1.73,0,1.56664E+12,0,0,24-08-2019
Brake,-2.64,-5.24,2.18,0,1.56664E+12,0,0,24-08-2019
Turn,-2.64,-5.24,2.18,0,1.56664E+12,0,0,24-08-2019
Brake,0.54,1.72,9.57,0,1.56664E+12,0,0,24-08-2019
Turn,1.52,1.65,-0.19,0,1.56664E+12,0,0,24-08-2019
Turn,-1.68,-2.46,1.4,0,1.56664E+12,0,0,24-08-2019
Brake,-1.94,-6.54,2.48,0,1.56664E+12,0,0,24-08-2019
Turn,-1.94,-6.54,2.48,0,1.56664E+12,0,0,24-08-2019
Brake,1.73,-6.3,2.17,0,1.56664E+12,0,0,24-08-2019
Turn,1.73,-6.3,2.17,0,1.56664E+12,0,0,24-08-2019
Turn,2.35,-2.36,0.19,0,1.56664E+12,0,0,24-08-2019
Turn,-1.39,-4.48,1.79,0,1.56664E+12,0,0,24-08-2019
Turn,-1.96,-3.23,1.46,0,1.56664E+12,0,0,24-08-2019
Brake,-0.76,-6.98,2.93,0,1.56664E+12,0,0,24-08-2019
Turn,1.34,-3.39,1.14,0,1.56664E+12,0,0,24-08-2019
Brake,-2.47,-7.2,3.05,0,1.56664E+12,0,0,24-08-2019
Turn,-2.47,-7.2,3.05,0,1.56664E+12,0,0,24-08-2019
Turn,1.89,-6.9,0.48,0,1.56664E+12,0,0,24-08-2019
Acceleration,3.78,-2.68,-1.92,0,1.56664E+12,0,0,24-08-2019
Turn,-2.77,-8.61,1.19,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Brake,-1.41,-4.45,2.09,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,-1.41,-4.45,2.09,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,-2.18,-1.99,0.75,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,1.87,0.58,-0.13,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Brake,-1.56,-5.14,2.18,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,-1.56,-5.14,2.18,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
